player1,player2,player3,player4,player5,player6,player7,player8,player9,player10,rad_win
Spectre,Treant Protector,Venomancer,Invoker,Puck,Elder Titan,Clockwerk,Slark,Anti-Mage,Mirana,True
Monkey King,Ember Spirit,Drow Ranger,Invoker,Lion,Tiny,Crystal Maiden,Sven,Razor,Spirit Breaker,False
Tusk,Invoker,Ursa,Outworld Devourer,Bounty Hunter,Nyx Assassin,Elder Titan,Tidehunter,Arc Warden,Meepo,True
Doom,Abaddon,Bounty Hunter,Bloodseeker,Dragon Knight,Chaos Knight,Huskar,Centaur Warrunner,Batrider,Medusa,False
Crystal Maiden,Skywrath Mage,Magnus,Phantom Assassin,Arc Warden,Omniknight,Disruptor,Shadow Fiend,Naga Siren,Sven,False
Magnus,Tidehunter,Clinkz,Abaddon,Phantom Assassin,Windranger,Venomancer,Dark Seer,Terrorblade,Timbersaw,False
Elder Titan,Huskar,Nature's Prophet,Death Prophet,Legion Commander,Treant Protector,Underlord,Juggernaut,Dazzle,Invoker,True
Troll Warlord,Luna,Nature's Prophet,Visage,Vengeful Spirit,Oracle,Disruptor,Witch Doctor,Nyx Assassin,Shadow Shaman,True
Monkey King,Riki,Sniper,Timbersaw,Spectre,Witch Doctor,Warlock,Anti-Mage,Ember Spirit,Kunkka,False
Huskar,Chen,Wraith King,Juggernaut,Underlord,Templar Assassin,Lifestealer,Ancient Apparition,Bane,Warlock,True
Juggernaut,Phantom Assassin,Slardar,Weaver,Invoker,Anti-Mage,Doom,Shadow Shaman,Keeper of the Light,Shadow Fiend,False
Axe,Anti-Mage,Chen,Mirana,Riki,Drow Ranger,Death Prophet,Jakiro,Clockwerk,Ogre Magi,False
Keeper of the Light,Broodmother,Treant Protector,Naga Siren,Bane,Viper,Axe,Doom,Visage,Zeus,True
Anti-Mage,Sand King,Venomancer,Zeus,Bounty Hunter,Tiny,Naga Siren,Kunkka,Slardar,Ember Spirit,False
Naga Siren,Weaver,Slark,Lycan,Ogre Magi,Witch Doctor,Arc Warden,Bloodseeker,Earthshaker,Legion Commander,False
Necrophos,Razor,Timbersaw,Skywrath Mage,Omniknight,Phantom Assassin,Huskar,Dark Seer,Naga Siren,Ancient Apparition,False
Bristleback,Wraith King,Bane,Witch Doctor,Omniknight,Arc Warden,Mirana,Faceless Void,Tiny,Riki,True
Luna,Slark,Sniper,Pudge,Sven,Terrorblade,Juggernaut,Sand King,Zeus,Phantom Assassin,False
Kunkka,Axe,Ember Spirit,Alchemist,Tinker,Warlock,Enchantress,Rubick,Storm Spirit,Broodmother,True
Magnus,Lion,Centaur Warrunner,Nature's Prophet,Axe,Bristleback,Chaos Knight,Clinkz,Death Prophet,Crystal Maiden,True
Medusa,Arc Warden,Warlock,Phantom Assassin,Troll Warlord,Shadow Fiend,Lina,Juggernaut,Invoker,Riki,True
Dark Seer,Gyrocopter,Lycan,Lion,Underlord,Tiny,Arc Warden,Pugna,Nature's Prophet,Tinker,False
Nyx Assassin,Naga Siren,Ogre Magi,Spirit Breaker,Mirana,Tidehunter,Juggernaut,Weaver,Enigma,Undying,True
Broodmother,Tusk,Chen,Timbersaw,Vengeful Spirit,Abaddon,Alchemist,Ursa,Templar Assassin,Legion Commander,True
Sniper,Bounty Hunter,Centaur Warrunner,Morphling,Venomancer,Nyx Assassin,Meepo,Earthshaker,Magnus,Keeper of the Light,True
Monkey King,Bloodseeker,Tinker,Pugna,Underlord,Slark,Slardar,Dazzle,Batrider,Templar Assassin,True
Night Stalker,Nature's Prophet,Luna,Outworld Devourer,Warlock,Timbersaw,Tidehunter,Pudge,Techies,Monkey King,True
Morphling,Ancient Apparition,Phantom Assassin,Huskar,Arc Warden,Sniper,Brewmaster,Keeper of the Light,Templar Assassin,Shadow Fiend,False
Beastmaster,Luna,Clinkz,Omniknight,Jakiro,Witch Doctor,Zeus,Nature's Prophet,Morphling,Storm Spirit,True
Enchantress,Medusa,Ancient Apparition,Jakiro,Tidehunter,Pugna,Meepo,Bane,Mirana,Vengeful Spirit,False
Pugna,Pudge,Tinker,Lone Druid,Phoenix,Arc Warden,Keeper of the Light,Jakiro,Sand King,Bristleback,False
Queen of Pain,Pugna,Warlock,Visage,Shadow Shaman,Nature's Prophet,Drow Ranger,Luna,Bounty Hunter,Viper,False
Meepo,Jakiro,Drow Ranger,Tinker,Huskar,Monkey King,Pugna,Phantom Assassin,Batrider,Earthshaker,False
Shadow Shaman,Juggernaut,Legion Commander,Bloodseeker,Sniper,Night Stalker,Sven,Jakiro,Clinkz,Viper,True
Meepo,Arc Warden,Beastmaster,Naga Siren,Lone Druid,Tidehunter,Winter Wyvern,Silencer,Pudge,Slark,True
Phantom Assassin,Ancient Apparition,Earthshaker,Legion Commander,Templar Assassin,Invoker,Rubick,Morphling,Anti-Mage,Tiny,True
Tidehunter,Kunkka,Disruptor,Puck,Sniper,Phantom Assassin,Techies,Pudge,Shadow Fiend,Rubick,False
Lion,Queen of Pain,Axe,Necrophos,Troll Warlord,Batrider,Invoker,Phantom Assassin,Legion Commander,Tusk,False
Storm Spirit,Arc Warden,Earthshaker,Centaur Warrunner,Meepo,Timbersaw,Nature's Prophet,Techies,Brewmaster,Pudge,False
Lone Druid,Tiny,Jakiro,Nyx Assassin,Juggernaut,Razor,Pugna,Shadow Fiend,Anti-Mage,Timbersaw,True
Dragon Knight,Tidehunter,Chaos Knight,Vengeful Spirit,Huskar,Shadow Shaman,Io,Lina,Warlock,Outworld Devourer,True
Sniper,Shadow Demon,Huskar,Warlock,Spectre,Clinkz,Clockwerk,Leshrac,Sand King,Broodmother,True
Warlock,Lina,Medusa,Earthshaker,Tusk,Skywrath Mage,Chen,Underlord,Troll Warlord,Clinkz,True
Viper,Witch Doctor,Lifestealer,Tiny,Riki,Pudge,Ursa,Phantom Assassin,Abaddon,Venomancer,True
Skywrath Mage,Axe,Riki,Shadow Demon,Templar Assassin,Luna,Tidehunter,Puck,Disruptor,Dark Seer,True
Bounty Hunter,Dark Seer,Clinkz,Ursa,Shadow Shaman,Viper,Necrophos,Tidehunter,Troll Warlord,Sven,True
Morphling,Underlord,Clinkz,Shadow Shaman,Chen,Shadow Demon,Luna,Slardar,Winter Wyvern,Spectre,True
Vengeful Spirit,Razor,Shadow Fiend,Pudge,Slardar,Magnus,Juggernaut,Lina,Viper,Faceless Void,False
Undying,Dazzle,Bloodseeker,Lifestealer,Beastmaster,Death Prophet,Oracle,Dark Seer,Spirit Breaker,Keeper of the Light,True
Venomancer,Shadow Shaman,Ursa,Weaver,Lone Druid,Windranger,Lion,Underlord,Timbersaw,Meepo,True
Ogre Magi,Wraith King,Jakiro,Tiny,Templar Assassin,Monkey King,Spectre,Anti-Mage,Weaver,Windranger,True
Slark,Broodmother,Pudge,Chaos Knight,Enchantress,Vengeful Spirit,Weaver,Shadow Fiend,Spectre,Viper,True
Pudge,Ancient Apparition,Timbersaw,Faceless Void,Sven,Warlock,Centaur Warrunner,Legion Commander,Tidehunter,Vengeful Spirit,True
Bloodseeker,Medusa,Pugna,Lich,Alchemist,Terrorblade,Sand King,Doom,Oracle,Templar Assassin,True
Weaver,Necrophos,Lone Druid,Invoker,Enigma,Pudge,Clinkz,Viper,Troll Warlord,Zeus,False
Warlock,Lion,Earth Spirit,Meepo,Winter Wyvern,Troll Warlord,Phantom Assassin,Visage,Wraith King,Terrorblade,False
Lycan,Axe,Enigma,Phantom Lancer,Sniper,Juggernaut,Ancient Apparition,Templar Assassin,Phoenix,Ursa,True
Bane,Clinkz,Lich,Monkey King,Luna,Lifestealer,Shadow Fiend,Lion,Keeper of the Light,Shadow Demon,True
Phoenix,Sven,Visage,Disruptor,Spirit Breaker,Lycan,Wraith King,Doom,Tiny,Ember Spirit,True
Ancient Apparition,Batrider,Wraith King,Shadow Fiend,Spirit Breaker,Anti-Mage,Morphling,Alchemist,Lifestealer,Phoenix,False
Zeus,Slardar,Spirit Breaker,Silencer,Magnus,Sniper,Morphling,Riki,Juggernaut,Rubick,False
Clinkz,Earthshaker,Silencer,Doom,Razor,Vengeful Spirit,Ember Spirit,Phantom Assassin,Phantom Lancer,Witch Doctor,False
Troll Warlord,Queen of Pain,Lich,Windranger,Sven,Dragon Knight,Alchemist,Clockwerk,Brewmaster,Earthshaker,True
Riki,Pugna,Lina,Enigma,Ancient Apparition,Venomancer,Oracle,Vengeful Spirit,Naga Siren,Lifestealer,False
Necrophos,Ogre Magi,Queen of Pain,Clockwerk,Lycan,Mirana,Slark,Venomancer,Tusk,Invoker,True
Batrider,Mirana,Winter Wyvern,Slardar,Lion,Abaddon,Nyx Assassin,Pudge,Brewmaster,Razor,True
Phantom Assassin,Viper,Weaver,Witch Doctor,Vengeful Spirit,Anti-Mage,Pudge,Tusk,Necrophos,Shadow Fiend,True
Wraith King,Ogre Magi,Anti-Mage,Silencer,Clockwerk,Ancient Apparition,Sand King,Sniper,Centaur Warrunner,Nature's Prophet,False
Medusa,Dragon Knight,Underlord,Kunkka,Ancient Apparition,Tidehunter,Broodmother,Keeper of the Light,Enchantress,Skywrath Mage,True
Anti-Mage,Bounty Hunter,Lion,Spectre,Riki,Abaddon,Necrophos,Clinkz,Ember Spirit,Troll Warlord,False
Clinkz,Lina,Venomancer,Gyrocopter,Sniper,Chen,Abaddon,Morphling,Axe,Treant Protector,True
Witch Doctor,Lycan,Monkey King,Elder Titan,Lifestealer,Kunkka,Ursa,Meepo,Nature's Prophet,Sven,False
Phantom Assassin,Juggernaut,Ogre Magi,Nature's Prophet,Gyrocopter,Tidehunter,Keeper of the Light,Leshrac,Bane,Witch Doctor,True
Bloodseeker,Centaur Warrunner,Slark,Troll Warlord,Meepo,Nyx Assassin,Abaddon,Winter Wyvern,Elder Titan,Luna,True
Kunkka,Jakiro,Enchantress,Spirit Breaker,Bounty Hunter,Disruptor,Undying,Tidehunter,Storm Spirit,Weaver,False
Necrophos,Huskar,Juggernaut,Dazzle,Pudge,Broodmother,Lycan,Venomancer,Ancient Apparition,Lone Druid,False
Phantom Assassin,Sniper,Bristleback,Invoker,Techies,Venomancer,Troll Warlord,Pudge,Axe,Treant Protector,False
Phantom Assassin,Arc Warden,Brewmaster,Ursa,Zeus,Witch Doctor,Mirana,Slark,Sven,Enigma,True
Luna,Vengeful Spirit,Legion Commander,Warlock,Monkey King,Clinkz,Shadow Shaman,Spectre,Spirit Breaker,Underlord,False
Disruptor,Slark,Zeus,Windranger,Weaver,Clinkz,Legion Commander,Slardar,Medusa,Storm Spirit,True
Ember Spirit,Windranger,Riki,Skywrath Mage,Leshrac,Clinkz,Medusa,Drow Ranger,Terrorblade,Bristleback,False
Winter Wyvern,Nature's Prophet,Warlock,Juggernaut,Skywrath Mage,Elder Titan,Oracle,Ursa,Gyrocopter,Naga Siren,True
Nature's Prophet,Disruptor,Vengeful Spirit,Broodmother,Rubick,Kunkka,Lina,Phantom Assassin,Meepo,Lifestealer,False
Sand King,Ancient Apparition,Earthshaker,Kunkka,Timbersaw,Slark,Underlord,Omniknight,Riki,Storm Spirit,False
Io,Spirit Breaker,Naga Siren,Pudge,Invoker,Nature's Prophet,Lich,Drow Ranger,Keeper of the Light,Mirana,False
Dragon Knight,Axe,Lina,Ursa,Wraith King,Vengeful Spirit,Razor,Shadow Shaman,Clinkz,Gyrocopter,False
Brewmaster,Slark,Lion,Weaver,Centaur Warrunner,Shadow Shaman,Bounty Hunter,Chaos Knight,Skywrath Mage,Batrider,True
Juggernaut,Sven,Pugna,Visage,Shadow Shaman,Bounty Hunter,Monkey King,Timbersaw,Skywrath Mage,Morphling,True
Phantom Assassin,Rubick,Templar Assassin,Earthshaker,Silencer,Pudge,Monkey King,Mirana,Sniper,Elder Titan,False
Huskar,Pudge,Phoenix,Tidehunter,Wraith King,Venomancer,Jakiro,Leshrac,Winter Wyvern,Kunkka,False
Wraith King,Nature's Prophet,Luna,Clinkz,Tiny,Enchantress,Broodmother,Chen,Riki,Zeus,True
Pudge,Lich,Viper,Riki,Venomancer,Phoenix,Vengeful Spirit,Elder Titan,Pugna,Ancient Apparition,True
Abaddon,Templar Assassin,Keeper of the Light,Windranger,Meepo,Shadow Shaman,Lifestealer,Doom,Axe,Oracle,True
Riki,Dragon Knight,Necrophos,Io,Sven,Ursa,Faceless Void,Venomancer,Visage,Outworld Devourer,True
Clockwerk,Monkey King,Nature's Prophet,Earthshaker,Spirit Breaker,Sven,Queen of Pain,Bristleback,Pudge,Venomancer,True
Shadow Fiend,Bloodseeker,Pudge,Faceless Void,Legion Commander,Anti-Mage,Magnus,Dazzle,Terrorblade,Silencer,False
Sand King,Clinkz,Witch Doctor,Sniper,Invoker,Ember Spirit,Slardar,Kunkka,Drow Ranger,Shadow Fiend,True
Invoker,Phantom Assassin,Keeper of the Light,Lycan,Night Stalker,Vengeful Spirit,Pudge,Crystal Maiden,Faceless Void,Tinker,False
Faceless Void,Drow Ranger,Phantom Assassin,Outworld Devourer,Bane,Juggernaut,Bloodseeker,Rubick,Sniper,Pudge,True
Techies,Tidehunter,Witch Doctor,Monkey King,Bounty Hunter,Nature's Prophet,Leshrac,Enchantress,Keeper of the Light,Dark Seer,False
Monkey King,Crystal Maiden,Zeus,Kunkka,Undying,Centaur Warrunner,Invoker,Necrophos,Lifestealer,Mirana,False
Pudge,Anti-Mage,Silencer,Wraith King,Necrophos,Sven,Ogre Magi,Magnus,Shadow Fiend,Enigma,True
Visage,Viper,Bristleback,Pugna,Ogre Magi,Lifestealer,Mirana,Ancient Apparition,Keeper of the Light,Underlord,True
Troll Warlord,Lion,Weaver,Razor,Sniper,Bristleback,Dazzle,Faceless Void,Phantom Assassin,Windranger,False
Earthshaker,Riki,Storm Spirit,Chaos Knight,Viper,Slark,Night Stalker,Legion Commander,Phantom Lancer,Undying,True
Vengeful Spirit,Zeus,Windranger,Enigma,Slardar,Ogre Magi,Winter Wyvern,Pugna,Tidehunter,Witch Doctor,True
Disruptor,Earth Spirit,Timbersaw,Riki,Legion Commander,Spectre,Lion,Sniper,Kunkka,Queen of Pain,False
Viper,Kunkka,Silencer,Sand King,Phantom Lancer,Faceless Void,Razor,Ember Spirit,Legion Commander,Ancient Apparition,True
Invoker,Lone Druid,Phantom Assassin,Zeus,Enchantress,Rubick,Bounty Hunter,Bloodseeker,Sniper,Slark,False
Dragon Knight,Earthshaker,Slark,Ember Spirit,Weaver,Phantom Assassin,Disruptor,Juggernaut,Shadow Fiend,Lone Druid,False
Doom,Wraith King,Invoker,Shadow Shaman,Bloodseeker,Windranger,Vengeful Spirit,Bristleback,Sniper,Huskar,False
Lion,Silencer,Phantom Lancer,Viper,Nyx Assassin,Invoker,Kunkka,Sniper,Razor,Chaos Knight,True
Templar Assassin,Batrider,Venomancer,Invoker,Kunkka,Tidehunter,Luna,Enchantress,Nature's Prophet,Dazzle,True
Night Stalker,Keeper of the Light,Broodmother,Puck,Lich,Pudge,Lion,Luna,Necrophos,Ogre Magi,False
Axe,Riki,Viper,Templar Assassin,Elder Titan,Shadow Fiend,Chen,Keeper of the Light,Shadow Shaman,Ogre Magi,True
Skywrath Mage,Earthshaker,Mirana,Magnus,Phantom Lancer,Drow Ranger,Weaver,Keeper of the Light,Spectre,Ember Spirit,True
Batrider,Tusk,Oracle,Underlord,Nature's Prophet,Pugna,Axe,Wraith King,Enchantress,Razor,False
Lina,Elder Titan,Monkey King,Puck,Queen of Pain,Sven,Arc Warden,Brewmaster,Wraith King,Faceless Void,False
Lifestealer,Phantom Assassin,Naga Siren,Kunkka,Huskar,Tidehunter,Visage,Lina,Chen,Storm Spirit,True
Bristleback,Night Stalker,Monkey King,Tinker,Kunkka,Phantom Assassin,Lich,Anti-Mage,Centaur Warrunner,Naga Siren,False
Riki,Drow Ranger,Axe,Death Prophet,Vengeful Spirit,Bristleback,Tinker,Faceless Void,Mirana,Keeper of the Light,False
Lifestealer,Spirit Breaker,Pugna,Viper,Shadow Shaman,Meepo,Shadow Fiend,Legion Commander,Monkey King,Dazzle,False
Ember Spirit,Venomancer,Tiny,Phantom Assassin,Bristleback,Necrophos,Lion,Riki,Bloodseeker,Invoker,False
Techies,Earth Spirit,Omniknight,Faceless Void,Enigma,Pudge,Centaur Warrunner,Kunkka,Juggernaut,Nature's Prophet,False
Techies,Nature's Prophet,Anti-Mage,Brewmaster,Pudge,Queen of Pain,Viper,Disruptor,Ursa,Slardar,True
Witch Doctor,Earthshaker,Pudge,Shadow Demon,Zeus,Drow Ranger,Wraith King,Tidehunter,Earth Spirit,Dark Seer,True
Legion Commander,Pugna,Juggernaut,Ogre Magi,Centaur Warrunner,Techies,Invoker,Chaos Knight,Crystal Maiden,Slardar,False
Kunkka,Shadow Fiend,Necrophos,Vengeful Spirit,Luna,Morphling,Skywrath Mage,Rubick,Enchantress,Venomancer,True
Lina,Riki,Meepo,Venomancer,Phantom Assassin,Ogre Magi,Earthshaker,Slark,Windranger,Tiny,True
Outworld Devourer,Silencer,Clinkz,Disruptor,Phantom Lancer,Templar Assassin,Dazzle,Anti-Mage,Jakiro,Doom,True
Skywrath Mage,Bloodseeker,Leshrac,Witch Doctor,Mirana,Axe,Oracle,Huskar,Wraith King,Slark,True
Earthshaker,Enigma,Chaos Knight,Terrorblade,Death Prophet,Anti-Mage,Pugna,Lich,Visage,Windranger,False
Broodmother,Lycan,Lich,Techies,Weaver,Nature's Prophet,Slark,Shadow Shaman,Clinkz,Faceless Void,True
Kunkka,Centaur Warrunner,Terrorblade,Ursa,Morphling,Tidehunter,Invoker,Anti-Mage,Dark Seer,Venomancer,True
Faceless Void,Bloodseeker,Chen,Tidehunter,Jakiro,Alchemist,Brewmaster,Huskar,Shadow Fiend,Underlord,True
Witch Doctor,Chaos Knight,Shadow Fiend,Tiny,Keeper of the Light,Death Prophet,Doom,Ursa,Lion,Bloodseeker,True
Magnus,Lifestealer,Silencer,Ogre Magi,Skywrath Mage,Ember Spirit,Necrophos,Pugna,Kunkka,Underlord,True
Slark,Earthshaker,Monkey King,Queen of Pain,Oracle,Lich,Magnus,Pudge,Spectre,Necrophos,False
Nature's Prophet,Tidehunter,Kunkka,Enigma,Arc Warden,Bounty Hunter,Dragon Knight,Death Prophet,Magnus,Juggernaut,True
Windranger,Warlock,Shadow Demon,Sniper,Queen of Pain,Dazzle,Tiny,Sven,Slardar,Juggernaut,True
Clinkz,Elder Titan,Skywrath Mage,Spirit Breaker,Dazzle,Nature's Prophet,Winter Wyvern,Lina,Clockwerk,Sniper,False
Viper,Kunkka,Drow Ranger,Weaver,Slardar,Razor,Brewmaster,Legion Commander,Phantom Assassin,Lion,True
Axe,Winter Wyvern,Chaos Knight,Keeper of the Light,Lycan,Juggernaut,Tusk,Pudge,Windranger,Spirit Breaker,True
Lifestealer,Omniknight,Anti-Mage,Lycan,Slark,Enchantress,Legion Commander,Drow Ranger,Death Prophet,Outworld Devourer,True
Slark,Axe,Pugna,Clockwerk,Bloodseeker,Venomancer,Pudge,Necrophos,Ursa,Juggernaut,False
Enchantress,Tinker,Huskar,Phantom Assassin,Axe,Slark,Zeus,Sniper,Spirit Breaker,Drow Ranger,False
Warlock,Spirit Breaker,Beastmaster,Night Stalker,Tinker,Omniknight,Medusa,Clinkz,Treant Protector,Shadow Fiend,True
Necrophos,Winter Wyvern,Witch Doctor,Viper,Skywrath Mage,Dazzle,Omniknight,Enigma,Pugna,Crystal Maiden,False
Troll Warlord,Treant Protector,Jakiro,Tiny,Alchemist,Oracle,Sniper,Drow Ranger,Earthshaker,Luna,False
Sniper,Sven,Sand King,Ogre Magi,Phantom Assassin,Drow Ranger,Viper,Shadow Fiend,Bristleback,Pudge,False
Tusk,Anti-Mage,Batrider,Skywrath Mage,Magnus,Enchantress,Huskar,Clinkz,Invoker,Treant Protector,False
Templar Assassin,Riki,Broodmother,Drow Ranger,Nyx Assassin,Slardar,Invoker,Kunkka,Earthshaker,Jakiro,False
Earthshaker,Axe,Razor,Templar Assassin,Leshrac,Ursa,Huskar,Silencer,Beastmaster,Bounty Hunter,True
Chen,Alchemist,Faceless Void,Bounty Hunter,Necrophos,Medusa,Earthshaker,Pudge,Venomancer,Troll Warlord,False
Crystal Maiden,Outworld Devourer,Queen of Pain,Anti-Mage,Omniknight,Dragon Knight,Huskar,Clockwerk,Sven,Windranger,True
Lifestealer,Abaddon,Invoker,Pudge,Lion,Legion Commander,Anti-Mage,Tinker,Earthshaker,Axe,False
Jakiro,Nature's Prophet,Vengeful Spirit,Phoenix,Kunkka,Pugna,Crystal Maiden,Arc Warden,Io,Shadow Demon,True
Dark Seer,Tidehunter,Meepo,Zeus,Sand King,Abaddon,Wraith King,Nature's Prophet,Lone Druid,Underlord,False
Monkey King,Viper,Warlock,Ursa,Juggernaut,Sven,Lifestealer,Troll Warlord,Shadow Shaman,Phoenix,True
Necrophos,Bloodseeker,Riki,Keeper of the Light,Tinker,Shadow Fiend,Magnus,Anti-Mage,Lion,Ursa,True
Queen of Pain,Undying,Mirana,Brewmaster,Silencer,Sand King,Invoker,Faceless Void,Juggernaut,Gyrocopter,True
Necrophos,Witch Doctor,Huskar,Sniper,Techies,Tinker,Phantom Assassin,Alchemist,Lone Druid,Viper,False
Keeper of the Light,Pudge,Faceless Void,Ursa,Mirana,Phantom Lancer,Batrider,Witch Doctor,Sand King,Spectre,True
Axe,Shadow Fiend,Shadow Shaman,Enigma,Wraith King,Venomancer,Phantom Assassin,Crystal Maiden,Viper,Gyrocopter,True
Clinkz,Beastmaster,Ursa,Faceless Void,Venomancer,Chen,Death Prophet,Io,Ancient Apparition,Oracle,True
Windranger,Phantom Assassin,Riki,Anti-Mage,Keeper of the Light,Huskar,Juggernaut,Invoker,Viper,Shadow Fiend,True
Sniper,Viper,Centaur Warrunner,Silencer,Monkey King,Morphling,Necrophos,Windranger,Earthshaker,Outworld Devourer,True
Nature's Prophet,Clinkz,Alchemist,Abaddon,Doom,Anti-Mage,Centaur Warrunner,Dragon Knight,Faceless Void,Sven,False
Drow Ranger,Abaddon,Beastmaster,Vengeful Spirit,Luna,Morphling,Dragon Knight,Underlord,Legion Commander,Terrorblade,True
Medusa,Lion,Windranger,Keeper of the Light,Dazzle,Ogre Magi,Kunkka,Axe,Omniknight,Sniper,False
Io,Tidehunter,Oracle,Undying,Underlord,Invoker,Venomancer,Lone Druid,Necrophos,Dazzle,False
Outworld Devourer,Drow Ranger,Luna,Lycan,Puck,Slardar,Earth Spirit,Chen,Vengeful Spirit,Sniper,False
Sniper,Meepo,Phantom Assassin,Lion,Axe,Wraith King,Bristleback,Viper,Lycan,Rubick,True
Ember Spirit,Chaos Knight,Bloodseeker,Ursa,Faceless Void,Night Stalker,Pudge,Bristleback,Mirana,Shadow Fiend,False
Luna,Bristleback,Sniper,Phantom Assassin,Shadow Fiend,Zeus,Juggernaut,Axe,Sven,Wraith King,True
Outworld Devourer,Gyrocopter,Enchantress,Phoenix,Dragon Knight,Spectre,Phantom Lancer,Bloodseeker,Pudge,Storm Spirit,False
Medusa,Venomancer,Sand King,Nature's Prophet,Disruptor,Tinker,Io,Windranger,Doom,Brewmaster,True
Brewmaster,Shadow Demon,Templar Assassin,Gyrocopter,Wraith King,Dragon Knight,Chaos Knight,Bounty Hunter,Timbersaw,Meepo,True
Faceless Void,Terrorblade,Pudge,Huskar,Earthshaker,Mirana,Troll Warlord,Tinker,Viper,Nyx Assassin,True
Night Stalker,Tiny,Anti-Mage,Spectre,Dazzle,Tidehunter,Ancient Apparition,Chen,Lina,Ogre Magi,True
Shadow Fiend,Shadow Shaman,Pugna,Tiny,Anti-Mage,Sand King,Alchemist,Mirana,Abaddon,Riki,True
Warlock,Bane,Shadow Demon,Storm Spirit,Chen,Kunkka,Puck,Alchemist,Underlord,Rubick,False
Night Stalker,Necrophos,Sniper,Sand King,Jakiro,Ancient Apparition,Pudge,Drow Ranger,Viper,Bristleback,False
Legion Commander,Enchantress,Earthshaker,Storm Spirit,Abaddon,Visage,Treant Protector,Winter Wyvern,Venomancer,Broodmother,True
Ancient Apparition,Timbersaw,Juggernaut,Undying,Winter Wyvern,Shadow Fiend,Luna,Drow Ranger,Vengeful Spirit,Nature's Prophet,False
Necrophos,Treant Protector,Legion Commander,Morphling,Skywrath Mage,Slark,Drow Ranger,Pugna,Juggernaut,Windranger,False
Ogre Magi,Lycan,Drow Ranger,Bane,Night Stalker,Skywrath Mage,Kunkka,Dazzle,Earthshaker,Monkey King,True
Beastmaster,Terrorblade,Elder Titan,Arc Warden,Io,Phantom Assassin,Sven,Medusa,Night Stalker,Spirit Breaker,False
Tinker,Bane,Lone Druid,Tidehunter,Nature's Prophet,Invoker,Leshrac,Huskar,Axe,Enchantress,True
Zeus,Lifestealer,Shadow Shaman,Chen,Elder Titan,Vengeful Spirit,Doom,Alchemist,Lycan,Luna,False
Chaos Knight,Bounty Hunter,Enigma,Queen of Pain,Keeper of the Light,Tiny,Tidehunter,Outworld Devourer,Lifestealer,Zeus,True
Vengeful Spirit,Faceless Void,Sniper,Outworld Devourer,Legion Commander,Anti-Mage,Phantom Assassin,Shadow Demon,Invoker,Mirana,False
Morphling,Drow Ranger,Juggernaut,Venomancer,Vengeful Spirit,Winter Wyvern,Tidehunter,Techies,Beastmaster,Io,True
Ursa,Juggernaut,Venomancer,Magnus,Omniknight,Silencer,Viper,Lich,Sniper,Wraith King,False
Kunkka,Dragon Knight,Nature's Prophet,Wraith King,Sand King,Viper,Batrider,Visage,Shadow Demon,Treant Protector,True
Phantom Assassin,Spirit Breaker,Bloodseeker,Mirana,Wraith King,Zeus,Earthshaker,Juggernaut,Lion,Sniper,True
Alchemist,Sven,Chen,Doom,Spectre,Timbersaw,Winter Wyvern,Monkey King,Enigma,Lich,True
Omniknight,Dazzle,Luna,Bristleback,Invoker,Pudge,Witch Doctor,Monkey King,Weaver,Necrophos,True
Storm Spirit,Silencer,Rubick,Visage,Viper,Crystal Maiden,Venomancer,Earth Spirit,Clinkz,Lycan,True
Chen,Lycan,Dazzle,Witch Doctor,Omniknight,Keeper of the Light,Mirana,Faceless Void,Queen of Pain,Phantom Assassin,True
Ember Spirit,Slark,Night Stalker,Huskar,Bloodseeker,Drow Ranger,Necrophos,Phantom Assassin,Mirana,Anti-Mage,True
Weaver,Tidehunter,Sand King,Puck,Invoker,Pugna,Broodmother,Tiny,Slark,Lich,True
Skywrath Mage,Viper,Monkey King,Omniknight,Gyrocopter,Weaver,Tinker,Dazzle,Bloodseeker,Slardar,True
Nature's Prophet,Phantom Lancer,Death Prophet,Naga Siren,Brewmaster,Alchemist,Wraith King,Abaddon,Batrider,Chaos Knight,True
Meepo,Terrorblade,Phantom Assassin,Huskar,Io,Chen,Nature's Prophet,Ursa,Broodmother,Shadow Shaman,False
Bloodseeker,Storm Spirit,Necrophos,Slark,Broodmother,Sniper,Dazzle,Pudge,Bristleback,Chaos Knight,False
Tusk,Visage,Shadow Fiend,Spectre,Sand King,Terrorblade,Lina,Clinkz,Slark,Silencer,False
Chen,Meepo,Arc Warden,Outworld Devourer,Undying,Lion,Huskar,Bane,Templar Assassin,Tiny,True
Visage,Pugna,Magnus,Phantom Assassin,Nature's Prophet,Riki,Abaddon,Night Stalker,Drow Ranger,Naga Siren,True
Juggernaut,Kunkka,Sniper,Lich,Ogre Magi,Abaddon,Tusk,Shadow Fiend,Bounty Hunter,Slardar,False
Huskar,Beastmaster,Bristleback,Underlord,Tidehunter,Juggernaut,Troll Warlord,Arc Warden,Broodmother,Terrorblade,False
Shadow Fiend,Venomancer,Nature's Prophet,Morphling,Necrophos,Treant Protector,Io,Techies,Lion,Ogre Magi,True
Weaver,Batrider,Lina,Centaur Warrunner,Riki,Tidehunter,Io,Luna,Oracle,Chen,True
Viper,Mirana,Drow Ranger,Sand King,Axe,Terrorblade,Huskar,Legion Commander,Pugna,Sniper,True
